,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
457754,5163,2662,3,961951635,M,45,6,53216,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
746892,2793,2410,4,972937669,M,35,7,70116,Rocky III (1982),Action|Drama,False
791510,1260,2463,4,1004039302,M,25,17,28262,Ruthless People (1986),Comedy,False
463340,1631,830,4,974722926,F,50,0,94514,"First Wives Club, The (1996)",Comedy,False
425078,4759,1252,5,963196841,F,50,0,04259,Chinatown (1974),Film-Noir|Mystery|Thriller,False
858252,2445,3802,4,974218129,M,25,0,48104,Freejack (1992),Action|Sci-Fi,False
203553,4502,3552,4,964988965,M,50,0,01379,Caddyshack (1980),Comedy,False
18996,911,2018,3,975388299,M,50,0,98226,Bambi (1942),Animation|Children's,False
448657,721,2657,3,975777462,F,35,9,97520,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
117341,1635,480,4,974716284,M,25,0,97212,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
41094,3435,150,4,970793065,M,45,1,48867,Apollo 13 (1995),Drama,False
651027,4507,2116,5,964982876,M,18,4,61820,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,False
787831,4207,2950,3,965325289,M,35,1,90731,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,False
734225,3825,1199,1,965939583,M,18,1,06279,Brazil (1985),Sci-Fi,False
441319,4093,596,4,965422041,M,25,4,70806,Pinocchio (1940),Animation|Children's,False
255052,4043,377,4,965503444,F,25,15,94002,Speed (1994),Action|Romance|Thriller,False
980291,3909,725,2,965755822,M,18,17,19104,"Great White Hype, The (1996)",Comedy,False
634939,1323,3638,2,974860391,F,35,2,11218,Moonraker (1979),Action|Romance|Sci-Fi,False
491796,804,2693,5,975395668,M,25,20,90032,Trekkies (1997),Documentary,False
437131,1303,1339,3,974840406,M,25,19,94111,Bram Stoker's Dracula (1992),Horror|Romance,False
618481,780,1092,4,975543863,M,25,17,91776,Basic Instinct (1992),Mystery|Thriller,False
40817,2124,150,5,974648228,M,25,0,12306,Apollo 13 (1995),Drama,False
713608,2968,2150,5,971108721,F,18,0,48104,"Gods Must Be Crazy, The (1980)",Comedy,False
675896,2886,1562,5,972151276,M,18,4,60073,Batman & Robin (1997),Action|Adventure|Crime,False
707793,2244,3053,1,974598717,M,1,10,60565,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,False
10177,5605,2804,4,959194584,F,18,2,95008,"Christmas Story, A (1983)",Comedy|Drama,False
841512,4904,1078,5,962685618,M,50,15,63121,Bananas (1971),Comedy|War,False
869083,3454,371,2,968198780,M,18,0,92122,"Paper, The (1994)",Comedy|Drama,False
561734,1298,1288,4,974848312,M,35,6,33615,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
657322,5811,2141,3,958030111,M,18,4,60202,"American Tail, An (1986)",Animation|Children's|Comedy,False
809217,5124,921,3,962201311,M,35,2,20818,My Favorite Year (1982),Comedy,False
431847,1172,2496,5,974863327,F,25,0,61801,Blast from the Past (1999),Comedy|Romance,False
598180,368,1422,3,976671395,M,25,0,90293,Murder at 1600 (1997),Mystery|Thriller,False
913610,5008,3789,5,965220858,M,25,20,60615,"Pawnbroker, The (1965)",Drama,False
854038,3715,258,3,966265650,M,18,5,55428,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,False
130535,4484,1196,5,965014681,F,25,17,94613,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
162477,1183,920,4,974852992,M,35,19,94598,Gone with the Wind (1939),Drama|Romance|War,False
927347,3261,2879,3,968936822,M,45,20,87505,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,False
193625,4604,1291,2,989761783,M,25,15,10461,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
339111,1877,2966,5,977431650,F,45,20,90069,"Straight Story, The (1999)",Drama,False
680897,1472,2020,5,974753649,M,25,7,90248,Dangerous Liaisons (1988),Drama|Romance,False
169031,4738,780,4,963279173,M,56,1,23608,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
572172,5780,2106,2,958154331,M,18,17,92886,Swing Kids (1993),Drama|War,False
170467,4343,2002,3,965227888,M,25,12,75007,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,False
369247,482,1639,4,976219557,M,25,14,55305,Chasing Amy (1997),Drama|Romance,False
239822,828,2700,5,975370383,M,18,4,70817,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
287191,2929,908,5,971590598,M,18,2,60614,North by Northwest (1959),Drama|Thriller,False
396558,2436,3510,4,1015941162,M,25,7,22902,Frequency (2000),Drama|Thriller,False
827763,4631,3681,5,964042258,M,18,4,94111,For a Few Dollars More (1965),Western,False
257300,1050,2282,3,974963595,M,25,1,97302,Pecker (1998),Comedy|Drama,False
653063,5972,2989,4,959717471,F,25,20,55428,For Your Eyes Only (1981),Action,False
872623,2590,1975,3,973840969,M,18,4,94044,Friday the 13th Part 2 (1981),Horror,False
687260,415,1321,4,977501792,F,35,0,55406,"American Werewolf in London, An (1981)",Horror,False
699113,4404,3082,1,965156104,M,25,1,57106,"World Is Not Enough, The (1999)",Action|Thriller,False
246475,1655,1909,2,974711784,M,18,4,94507,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
725154,4352,2794,4,965232548,M,18,4,11010,European Vacation (1985),Comedy,False
824846,235,2926,4,977099716,M,25,0,98153,Hairspray (1988),Comedy|Drama,False
42156,1574,1,4,974737855,M,25,6,81007,Toy Story (1995),Animation|Children's|Comedy,False
473835,3576,1374,4,966719928,M,50,7,68046,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
322250,3600,357,5,966623544,M,35,20,94506,Four Weddings and a Funeral (1994),Comedy|Romance,False
205881,4175,2470,3,965332256,M,35,0,66204,Crocodile Dundee (1986),Adventure|Comedy,False
278376,4977,3176,2,962600004,M,25,4,92507,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
80078,660,2126,2,976806250,M,45,16,70507,Snake Eyes (1998),Action|Crime|Mystery|Thriller,False
845969,424,3706,5,1040701727,M,25,17,55112,Angel Heart (1987),Film-Noir|Mystery|Thriller,False
739370,425,11,2,976283775,M,25,12,55303,"American President, The (1995)",Comedy|Drama|Romance,False
999772,4169,3778,4,965333672,M,50,0,66048,On Our Merry Way (1948),Comedy|Drama,False
649193,5367,2542,4,960501707,M,18,4,55344,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,False
285376,5151,2959,5,961985656,M,18,19,30662,Fight Club (1999),Drama,False
968079,5313,3598,5,960919493,M,56,0,55406,Hamlet (2000),Drama,False
775247,1354,1381,2,975459098,F,25,2,94040,Grease 2 (1982),Comedy|Musical|Romance,False
508051,3822,3099,4,967585260,M,45,20,98027,Shampoo (1975),Comedy|Romance,False
691798,2649,2064,4,973631395,M,25,16,80126,Roger & Me (1989),Comedy|Documentary,False
340697,4643,17,3,963998210,M,25,0,98115,Sense and Sensibility (1995),Drama|Romance,False
494810,1127,2193,2,974910780,M,25,0,11788,Willow (1988),Action|Adventure|Fantasy,False
461389,5878,2161,5,1043784798,F,25,0,60640,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
184584,5946,1641,5,957195245,F,56,1,55406,"Full Monty, The (1997)",Comedy,False
282284,3017,2599,4,975010873,F,35,9,85255,Election (1999),Comedy,False
102394,777,589,3,975436861,M,18,19,87543,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
731488,655,1189,4,975706093,F,25,2,92629,"Thin Blue Line, The (1988)",Documentary,False
619470,5996,1672,2,956873645,F,25,0,87114,"Rainmaker, The (1997)",Drama,False
863058,5543,107,3,959616674,M,25,17,97401,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,False
787833,4238,2950,2,965415327,M,35,16,44691,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,False
321056,4607,34,5,964307316,M,25,0,27403,Babe (1995),Children's|Comedy|Drama,False
888277,3230,2232,4,968389972,M,35,16,92630,Cube (1997),Sci-Fi|Thriller,False
952640,1685,101,3,974714333,M,35,12,95833,Bottle Rocket (1996),Comedy,False
75769,4980,1213,4,962597317,M,25,1,55403,GoodFellas (1990),Crime|Drama,False
906716,3715,1862,1,966266125,M,18,5,55428,Species II (1998),Horror|Sci-Fi,False
162414,869,920,5,975394530,M,18,20,92026,Gone with the Wind (1939),Drama|Romance|War,False
389822,1448,1027,3,976553493,F,25,3,17522,Robin Hood: Prince of Thieves (1991),Drama,False
51479,996,1207,5,977561570,M,25,17,98102,To Kill a Mockingbird (1962),Drama,False
162628,1980,920,4,974685295,M,35,7,06460,Gone with the Wind (1939),Drama|Romance|War,False
524616,853,3175,4,975348438,M,25,17,55447,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
17520,2300,2791,2,974498584,M,56,13,49423,Airplane! (1980),Comedy,False
299892,1687,3409,4,974708407,M,25,3,85013,Final Destination (2000),Drama|Thriller,False
578032,2955,2641,2,971205105,M,35,14,92025,Superman II (1980),Action|Adventure|Sci-Fi,False
19969,4140,3105,3,965354255,M,25,0,32112,Awakenings (1990),Drama,False
975333,5682,3235,3,1026874598,M,18,0,23455-4959,Where the Buffalo Roam (1980),Comedy,False
466644,5253,2096,4,961293865,F,56,13,02838,Sleeping Beauty (1959),Animation|Children's|Musical,False
703233,5364,1717,4,960583669,F,25,3,55408,Scream 2 (1997),Horror|Thriller,False
627712,1563,3863,4,974740465,F,1,10,87123,"Cell, The (2000)",Sci-Fi|Thriller,False
178482,1937,356,1,974791786,M,25,11,92335,Forrest Gump (1994),Comedy|Romance|War,False
928814,4028,2354,1,966200011,M,25,4,02140,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,False
142660,5284,2571,5,961096658,M,25,16,55426,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
10018,4821,2804,5,962931148,M,18,19,75080,"Christmas Story, A (1983)",Comedy|Drama,False
521438,1094,539,4,974930318,F,18,0,92626,Sleepless in Seattle (1993),Comedy|Romance,False
915044,731,2177,2,975530273,M,45,3,55410,Family Plot (1976),Comedy|Thriller,False
241656,2071,296,5,981232619,M,45,7,01605,Pulp Fiction (1994),Crime|Drama,False
346545,1465,1380,4,974766091,M,50,16,93003,Grease (1978),Comedy|Musical|Romance,False
307418,4626,2759,5,964113134,M,25,14,97219,Dick (1999),Comedy,False
953552,3824,2745,3,965940817,M,25,17,32308,"Mission, The (1986)",Drama,False
646621,2625,2455,3,973632849,M,35,7,61910,"Fly, The (1986)",Horror|Sci-Fi,False
931557,1685,1131,5,974710811,M,35,12,95833,Jean de Florette (1986),Drama,False
304961,5689,2395,4,958610816,M,25,0,84119,Rushmore (1998),Comedy,False
213705,4889,2951,5,962925560,M,18,4,63108,"Fistful of Dollars, A (1964)",Action|Western,False
359154,5795,3148,5,958077535,M,25,1,92688,"Cider House Rules, The (1999)",Drama,False
310323,4277,348,3,967620405,M,35,16,98133,Bullets Over Broadway (1994),Comedy,False
346446,800,1380,2,975404009,F,35,12,72032,Grease (1978),Comedy|Musical|Romance,False
647531,3650,2533,4,970772384,M,25,0,60611,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
335935,5837,3753,4,1011902656,M,25,7,60607,"Patriot, The (2000)",Action|Drama|War,False
95879,4049,3257,2,965498193,M,45,11,33133,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,False
421767,4344,1320,4,965330378,M,25,1,44240,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,False
435611,3260,2137,4,968256924,M,25,4,44514,Charlotte's Web (1973),Animation|Children's,False
656280,3240,2718,2,968551363,M,18,4,55403,Drop Dead Gorgeous (1999),Comedy,False
366027,386,524,4,976299844,M,25,0,55408,Rudy (1993),Drama,False
802960,3052,2363,3,970178457,M,35,12,10036,Godzilla (Gojira) (1954),Action|Sci-Fi,False
494253,4899,2407,2,969319922,M,25,12,94402,Cocoon (1985),Comedy|Sci-Fi,False
189341,3589,1079,2,966657661,F,45,0,80010,"Fish Called Wanda, A (1988)",Comedy,False
791548,1698,2463,4,975875460,M,35,2,97214,Ruthless People (1986),Comedy,False
85963,1298,3071,4,974846110,M,35,6,33615,Stand and Deliver (1987),Drama,False
948962,4277,332,3,965387016,M,35,16,98133,Village of the Damned (1995),Horror|Sci-Fi,False
448378,2854,1927,3,972526226,F,18,4,64151,All Quiet on the Western Front (1930),War,False
766098,137,3,5,1000869657,F,45,6,78758,Grumpier Old Men (1995),Comedy|Romance,False
793938,3610,3364,1,977888607,M,18,6,30064,"Asphalt Jungle, The (1950)",Crime|Film-Noir,False
932030,442,417,4,978732646,M,25,1,55105,Barcelona (1994),Comedy|Romance,False
552019,4635,1676,4,964035113,M,18,4,94703,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
301370,3835,1732,5,966356888,M,25,7,40515,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
222838,4048,1201,4,965498133,F,35,1,89431,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
412694,4219,1584,4,965316279,M,35,17,95125,Contact (1997),Drama|Sci-Fi,False
731005,3271,3420,5,968200302,F,35,0,92704,...And Justice for All (1979),Drama|Thriller,False
993544,4277,1809,4,965291090,M,35,16,98133,Hana-bi (1997),Comedy|Crime|Drama,False
161524,4899,457,4,969318619,M,25,12,94402,"Fugitive, The (1993)",Action|Thriller,False
548865,957,1234,5,977201868,M,35,1,29706,"Sting, The (1973)",Comedy|Crime,False
688601,467,1327,3,976226455,F,35,3,55075,"Amityville Horror, The (1979)",Horror,False
676582,5511,1499,4,959717454,M,45,1,92407,Anaconda (1997),Action|Adventure|Thriller,False
898114,5046,22,4,962501542,M,25,16,60614,Copycat (1995),Crime|Drama|Thriller,False
18928,139,2018,3,977360292,F,25,20,45409,Bambi (1942),Animation|Children's,False
46320,3471,2692,4,982561328,M,18,4,80302,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
679450,817,546,3,975389097,M,18,4,41076,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,False
932346,5762,1024,3,958311688,F,35,6,55125,"Three Caballeros, The (1945)",Animation|Children's|Musical,False
569181,1807,441,5,974739176,M,18,17,20742,Dazed and Confused (1993),Comedy,False
844066,2627,3788,2,973630623,M,25,1,06877,Blowup (1966),Drama|Mystery,False
111131,3251,1225,5,968291662,M,35,17,15330,Amadeus (1984),Drama,False
784892,3650,3308,5,970774537,M,25,0,60611,"Flamingo Kid, The (1984)",Comedy|Drama,False
159573,4150,349,5,965345117,M,25,0,29672,Clear and Present Danger (1994),Action|Adventure|Thriller,False
784607,4601,455,3,964208113,M,35,14,55415,Free Willy (1993),Adventure|Children's|Drama,False
622640,3687,2720,2,966318662,F,50,1,62221,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,False
525860,5138,3175,4,962060619,M,25,17,35205,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
744120,4511,1388,3,964980023,M,35,7,62234,Jaws 2 (1978),Action|Horror,False
906444,1369,2615,5,974769324,M,25,5,12308,My Science Project (1985),Adventure|Sci-Fi,False
44182,2222,1961,5,974598778,F,45,1,13088,Rain Man (1988),Drama,False
440938,5908,592,4,957625128,M,25,4,19711,Batman (1989),Action|Adventure|Crime|Drama,False
94259,5107,3255,3,962336585,F,45,0,08081,"League of Their Own, A (1992)",Comedy|Drama,False
964747,4535,3394,4,964721272,M,18,19,17517,Blind Date (1987),Comedy|Romance,False
899729,4271,519,1,965307193,M,35,7,83405,Robocop 3 (1993),Sci-Fi|Thriller,False
987979,1449,2902,1,974826230,M,35,20,17112,Psycho II (1983),Horror|Thriller,False
311431,3715,29,5,966265697,M,18,5,55428,"City of Lost Children, The (1995)",Adventure|Sci-Fi,False
868118,5530,1600,2,959997018,F,18,4,63141,She's So Lovely (1997),Drama|Romance,False
588094,3054,2731,5,970590704,M,18,4,44056,"400 Blows, The (Les Quatre cents coups) (1959)",Drama,False
653181,2810,2123,3,997247946,F,1,10,64093,All Dogs Go to Heaven (1989),Animation|Children's,False
664666,3320,1005,1,968525296,M,25,1,56082,D3: The Mighty Ducks (1996),Children's|Comedy,False
550561,3669,1091,1,966464214,M,25,14,60148,Weekend at Bernie's (1989),Comedy,False
580233,4043,2822,3,965504793,F,25,15,94002,Medicine Man (1992),Adventure|Romance,False
248044,1521,6,3,974745927,F,25,7,08902,Heat (1995),Action|Crime|Thriller,False
132934,3626,736,4,966608853,M,25,17,75075,Twister (1996),Action|Adventure|Romance|Thriller,False
318937,4225,1243,5,965313988,F,25,3,48197,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,False
631244,5300,1284,5,969083438,M,25,20,94111,"Big Sleep, The (1946)",Film-Noir|Mystery,False
168067,1451,780,2,974768295,M,35,20,90012,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
201192,2777,733,4,973050340,M,18,4,95326,"Rock, The (1996)",Action|Adventure|Thriller,False
304478,3218,2395,4,968454537,M,56,6,48070,Rushmore (1998),Comedy,False
689130,1265,1258,4,1000994995,F,18,20,49321,"Shining, The (1980)",Horror,False
2943,225,3408,4,976830816,M,25,7,11215,Erin Brockovich (2000),Drama,False
396002,4932,805,4,962651514,M,25,7,63303,"Time to Kill, A (1996)",Drama,False
908754,3217,3185,3,973193104,F,35,0,92630,Snow Falling on Cedars (1999),Drama,False
386664,721,2329,3,983719835,F,35,9,97520,American History X (1998),Drama,False
547969,687,2108,4,975692135,F,25,7,14136,L.A. Story (1991),Comedy|Romance,False
816263,5622,3504,3,959096969,M,35,15,01775,Network (1976),Comedy|Drama,False
674990,5862,2421,4,957671549,F,25,9,76120,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,False
419927,3675,2622,3,966363366,M,35,7,06680,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,False
597907,5511,2581,5,959788344,M,45,1,92407,Never Been Kissed (1999),Comedy|Romance,False
288132,1712,1653,2,980386551,M,25,0,73003,Gattaca (1997),Drama|Sci-Fi|Thriller,False
719548,839,786,3,975360252,M,25,0,98103,Eraser (1996),Action|Thriller,False
864436,3441,1821,3,967308662,F,25,14,94109,"Object of My Affection, The (1998)",Comedy|Romance,False
500174,3643,2424,3,966475945,M,25,17,22302,You've Got Mail (1998),Comedy|Romance,False
829756,4664,3844,3,969026656,F,45,7,77006,Steel Magnolias (1989),Drama,False
921618,4386,3007,4,986303499,M,25,5,74055,American Movie (1999),Documentary,False
268179,2898,2291,3,1001212695,M,18,4,02453,Edward Scissorhands (1990),Drama|Romance,False
179500,4655,356,4,963902461,F,25,1,92037,Forrest Gump (1994),Comedy|Romance|War,False
856730,1241,3555,2,974860685,M,1,10,11803,U-571 (2000),Action|Thriller,False
913354,1556,3784,5,976751731,M,18,4,48073,"Kid, The (2000)",Comedy,False
148364,4004,1597,5,965561414,M,50,0,21050,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
879715,3792,19,2,966016913,M,25,6,68108,Ace Ventura: When Nature Calls (1995),Comedy,False
182478,1528,3421,3,974745653,M,25,15,94903,Animal House (1978),Comedy,False
209473,5667,2871,4,958767005,M,35,7,10009,Deliverance (1972),Adventure|Thriller,False
119750,5105,2067,4,962338659,M,50,7,18977,Doctor Zhivago (1965),Drama|Romance|War,False
796458,1387,3730,5,974766886,F,50,13,94702,"Conversation, The (1974)",Drama|Mystery,False
778103,549,3063,3,976116636,M,25,6,53217,Poison Ivy (1992),Thriller,False
777989,1880,3206,3,975380508,M,35,0,91006,Against All Odds (1984),Romance,False
305069,677,1594,3,975610885,M,50,2,94122,In the Company of Men (1997),Drama,False
989476,5046,3692,4,962499947,M,25,16,60614,Class of Nuke 'Em High (1986),Comedy|Horror,False
710479,2012,1405,3,974675718,M,25,4,49456,Beavis and Butt-head Do America (1996),Animation|Comedy,False
982166,4732,1346,4,963332933,M,25,14,24450,Cat People (1982),Horror,False
799937,5333,928,4,990294014,F,25,7,02332,Rebecca (1940),Romance|Thriller,False
443934,1369,1345,4,998112733,M,25,5,12308,Carrie (1976),Horror,False
920088,2550,1209,4,974031000,M,50,7,37931,Once Upon a Time in the West (1969),Western,False
204415,2754,1304,4,973195360,M,50,12,60148,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
679167,1112,616,4,974943656,M,18,6,19104,"Aristocats, The (1970)",Animation|Children's,False
893973,651,1769,2,975706482,M,35,7,20895,"Replacement Killers, The (1998)",Action|Thriller,False
818262,1281,3019,3,974794035,M,25,19,97209,Drugstore Cowboy (1989),Crime|Drama,False
253895,5539,3081,3,959919476,F,25,20,91403,Sleepy Hollow (1999),Horror|Romance,False
656238,2508,2718,5,974074816,F,35,3,77429,Drop Dead Gorgeous (1999),Comedy,False
579895,4906,10,3,962736039,M,50,17,49506,GoldenEye (1995),Action|Adventure|Thriller,False
471346,4585,1371,4,964326164,M,35,7,30324,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
764541,5492,2059,5,997205380,M,18,4,55104,"Parent Trap, The (1998)",Children's|Drama,False
380144,3729,555,2,967405735,M,18,4,20037,True Romance (1993),Action|Crime|Romance,False
510986,5083,2001,4,962467603,M,25,4,16803,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
647592,4177,2533,3,965337431,M,35,17,90680,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
774666,2459,1888,4,974175354,M,50,7,44313,Hope Floats (1998),Comedy|Drama|Romance,False
64530,5854,648,4,958274645,M,45,7,33135,Mission: Impossible (1996),Action|Adventure|Mystery,False
571001,2792,481,2,973237204,M,18,4,02452,Kalifornia (1993),Drama|Thriller,False
551386,1434,1676,1,974846033,F,1,10,495321,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
347126,5824,1380,4,957970309,M,18,12,18052,Grease (1978),Comedy|Musical|Romance,False
479883,476,1015,5,976220405,M,35,0,55127,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,False
29946,2962,1097,4,971194034,M,35,3,94109,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
368278,2955,1274,3,971204324,M,35,14,92025,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,False
173882,1778,318,5,974742155,M,18,4,94704,"Shawshank Redemption, The (1994)",Drama,False
879555,1599,19,3,974825208,M,25,0,92646,Ace Ventura: When Nature Calls (1995),Comedy,False
743235,4940,1958,4,1022013816,F,50,11,94102,Terms of Endearment (1983),Comedy|Drama,False
164120,2421,1527,3,974238334,M,35,7,44306,"Fifth Element, The (1997)",Action|Sci-Fi,False
929636,310,362,4,976481596,F,18,4,31207,"Jungle Book, The (1994)",Adventure|Children's|Romance,False
316662,1647,353,3,974804556,M,18,18,98118,"Crow, The (1994)",Action|Romance|Thriller,False
141890,3475,2571,5,974776418,M,25,14,33133,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
940395,3493,2476,3,967039753,M,25,17,61350,Heartbreak Ridge (1986),Action|War,False
493347,4819,2405,4,962927583,M,35,18,17350,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
177771,5629,1244,5,959023584,M,25,14,02465,Manhattan (1979),Comedy|Drama|Romance,False
118450,4133,480,5,965351288,M,45,4,77009,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
779954,3500,432,2,966996335,M,35,7,20650,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,False
391042,4089,2699,4,965456501,M,25,7,79416,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
931741,765,2499,4,975612605,M,25,17,74467,God Said 'Ha!' (1998),Comedy,False
787077,3087,74,1,969683028,F,1,1,90802,Bed of Roses (1996),Drama|Romance,False
571492,3217,2539,4,968455926,F,35,0,92630,Analyze This (1999),Comedy,False
826286,3585,3167,3,966698599,M,35,20,60640,Carnal Knowledge (1971),Drama,False
530478,3724,1215,4,966221342,M,35,6,77083,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
327906,2744,364,1,973215962,M,18,17,53818,"Lion King, The (1994)",Animation|Children's|Musical,False
48519,3590,260,5,966658183,F,18,15,02115,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
114895,5468,1408,2,967832257,M,25,12,94618,"Last of the Mohicans, The (1992)",Action|Romance|War,False
283044,342,1500,4,976339084,M,18,12,55076,Grosse Pointe Blank (1997),Comedy|Crime,False
803083,5443,2363,5,959980354,M,25,12,01915,Godzilla (Gojira) (1954),Action|Sci-Fi,False
672689,3199,1391,3,968632491,M,18,0,57106,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
829245,3402,1300,5,967433318,M,35,20,30306,My Life as a Dog (Mitt liv som hund) (1985),Drama,False
632648,2167,3032,2,974612150,F,25,6,95833,"Omega Man, The (1971)",Sci-Fi,False
782045,3808,511,3,965964149,M,25,7,60010,"Program, The (1993)",Action|Drama,False
285098,3965,2959,4,965668266,M,18,11,65202,Fight Club (1999),Drama,False
65869,698,2628,1,1015125984,M,18,4,76401,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
891839,4732,2517,4,963332969,M,25,14,24450,Christine (1983),Horror,False
917844,3292,3529,5,968212599,F,50,6,79410,"Postman Always Rings Twice, The (1981)",Crime|Thriller,False
476891,6035,1376,4,956711390,F,25,1,78734,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
172376,608,2006,3,975866775,M,18,4,18011,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
431159,4020,3438,3,965532678,M,25,6,77034,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,False
279670,1077,1649,2,974998931,M,25,3,60660,"Fast, Cheap & Out of Control (1997)",Documentary,False
948117,3201,2634,4,972669998,M,45,7,35216,"Mummy, The (1959)",Horror,False
174095,2355,318,3,974399390,F,45,9,13203,"Shawshank Redemption, The (1994)",Drama,False
777831,4018,2403,3,965528652,F,45,20,75214,First Blood (1982),Action,False
379691,3004,269,5,970604109,F,18,4,02138,My Crazy Life (Mi vida loca) (1993),Drama,False
832975,1962,2432,3,975777871,F,18,1,60914,Stepmom (1998),Drama,False
1085,3900,1193,5,965877450,F,25,14,55343,One Flew Over the Cuckoo's Nest (1975),Drama,False
605827,3410,2840,2,978547383,M,35,1,20653,Stigmata (1999),Thriller,False
303580,3650,3624,4,970772169,M,25,0,60611,Shanghai Noon (2000),Action,False
755735,5490,303,3,959962956,M,45,17,80907,"Quick and the Dead, The (1995)",Action|Adventure|Western,False
21709,169,2321,4,977199240,M,25,7,55439,Pleasantville (1998),Comedy,False
332830,2540,1569,5,974048140,F,45,6,42420,My Best Friend's Wedding (1997),Comedy|Romance,False
690608,2668,1407,4,973444325,F,25,4,94110,Scream (1996),Horror|Thriller,False
225663,4823,1240,3,962988158,M,18,4,46219,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
350132,1647,1573,5,974712722,M,18,18,98118,Face/Off (1997),Action|Sci-Fi|Thriller,False
419196,1137,3270,4,980196111,M,18,4,13165,"Cutting Edge, The (1992)",Drama,False
335277,2042,3753,4,974666827,M,1,10,79358,"Patriot, The (2000)",Action|Drama|War,False
404145,571,1358,5,975998897,M,50,5,95401,Sling Blade (1996),Drama|Thriller,False
97740,3808,110,5,965963152,M,25,7,60010,Braveheart (1995),Action|Drama|War,False
333928,721,2802,3,976465304,F,35,9,97520,Tequila Sunrise (1988),Action|Romance|Thriller,False
951700,1733,1355,3,977462477,M,18,14,43725,Nightwatch (1997),Horror|Thriller,False
266010,2215,1704,3,974601074,F,25,0,93940,Good Will Hunting (1997),Drama,False
